_id,year_month,service_name,program_or_facility,neighborhood,address,latitude,longitude,organization,category,recommended_for,requirements,phone,narrative,schedule,holiday_exception
61,201803,Library - Downtown,Carnegie Library - Downtown,Downtown,"612 Smithfield St, PA, 15222",40.441726,-79.99744,Carnegie Library of Pittsburgh,roof-daytime,all,none,412-281-7141,"All Carnegie Libraries offer public restrooms and comfy places to sit and to read, along with free Wifi and desktop computer access (no library card or ID required, just ask for a “guest pass”). Plugs available for charging devices. Librarians can help point you to resources.",Mon - Thurs: 8:30am - 6pm; Fri: 8:30am - 5pm; Sat: 10am - 5pm,
62,201803,Library - East Liberty,Carnegie Library - East Liberty,East Liberty,"130 S Whitfield St, PA, 15206",40.460855,-79.926392,Carnegie Library of Pittsburgh,roof-daytime,all,none,412-363-8232,"All Carnegie Libraries offer public restrooms and comfy places to sit and to read, along with free Wifi and desktop computer access (no library card or ID required, just ask for a “guest pass”). Plugs available for charging devices. Librarians can help point you to resources.",Mon - Thurs: 10am - 8pm; Fri - Sat: 10am - 5pm,
63,201803,Library - Hazelwood,Carnegie Library - Hazelwood,Hazelwood,"5006 Second Ave, PA, 15207",40.408297,-79.943733,Carnegie Library of Pittsburgh,roof-daytime,all,none,412-421-2517,"All Carnegie Libraries offer public restrooms and comfy places to sit and to read, along with free Wifi and desktop computer access (no library card or ID required, just ask for a “guest pass”). Plugs available for charging devices. Librarians can help point you to resources.",Mon: 10am - 5pm; Tues - Thurs: 10am - 8pm; Fri - Sat: 10am - 5pm,
64,201803,Library - Hill District,Carnegie Library - Hill District,Hill District,"2177 Centre Ave, PA, 15219",40.445341,-79.976772,Carnegie Library of Pittsburgh,roof-daytime,all,none,412-281-3753,"All Carnegie Libraries offer public restrooms and comfy places to sit and to read, along with free Wifi and desktop computer access (no library card or ID required, just ask for a “guest pass”). Plugs available for charging devices. Librarians can help point you to resources.",Mon - Wed: 10am - 8pm; Thurs - Sat: 10am - 5pm,
65,201803,Library - Homewood,Carnegie Library - Homewood,Homewood,"7101 Hamilton Ave, PA, 15208",40.455162,-79.899227,Carnegie Library of Pittsburgh,roof-daytime,all,none,412-731-3080,"All Carnegie Libraries offer public restrooms and comfy places to sit and to read, along with free Wifi and desktop computer access (no library card or ID required, just ask for a “guest pass”). Plugs available for charging devices. Librarians can help point you to resources.",Mon: 10am - 5pm; Tues - Thurs: 10am - 8pm; Fri - Sat: 10am - 5pm,
66,201803,Library - Lawrenceville,Carnegie Library - Lawrenceville,Lawrenceville,"279 Fisk St, PA, 15201",40.467536,-79.959192,Carnegie Library of Pittsburgh,roof-daytime,all,none,412-682-3668,"All Carnegie Libraries offer public restrooms and comfy places to sit and to read, along with free Wifi and desktop computer access (no library card or ID required, just ask for a “guest pass”). Plugs available for charging devices. Librarians can help point you to resources.",Mon - Wed: 10am - 8pm; Thurs - Sat: 10am - 5pm,
67,201803,Library - Oakland,Carnegie Library - Oakland (Main),Oakland,"4400 Forbes Ave, PA, 15213",40.442692,-79.95091,Carnegie Library of Pittsburgh,roof-daytime,all,none,412-622-3114,"All Carnegie Libraries offer public restrooms and comfy places to sit and to read, along with free Wifi and desktop computer access (no library card or ID required, just ask for a “guest pass”). Plugs available for charging devices. Librarians can help point you to resources.",Mon - Thurs: 10am - 8pm; Fri - Sat: 10am - 5:30pm; Sun: noon - 5pm,
68,201803,Library - Mt Washington,Carnegie Library - Mt Washington,Mt Washington,"315 Grandview Ave, PA, 15211",40.433577,-80.010414,Carnegie Library of Pittsburgh,roof-daytime,all,none,412-381-3380,"All Carnegie Libraries offer public restrooms and comfy places to sit and to read, along with free Wifi and desktop computer access (no library card or ID required, just ask for a “guest pass”). Plugs available for charging devices. Librarians can help point you to resources.",Mon: 10am - 5pm; Tues - Thurs: 10am - 8pm; Fri - Sat: 10am - 5pm,
69,201803,Library - South Side,Carnegie Library - South Side,South Side,"2205 E Carson St, PA, 15203",40.42855,-79.974255,Carnegie Library of Pittsburgh,roof-daytime,all,none,412-431-0505,"All Carnegie Libraries offer public restrooms and comfy places to sit and to read, along with free Wifi and desktop computer access (no library card or ID required, just ask for a “guest pass”). Plugs available for charging devices. Librarians can help point you to resources.",Mon - Wed: 10am - 8pm; Thurs - Sat: 10am - 5pm,
70,201803,Library - Squirrel Hill,Carnegie Library - Squirrel Hill,Squirrel Hill,"5801 Forbes Ave, PA, 15217",40.438155,-79.922493,Carnegie Library of Pittsburgh,roof-daytime,all,none,412-422-9650,"All Carnegie Libraries offer public restrooms and comfy places to sit and to read, along with free Wifi and desktop computer access (no library card or ID required, just ask for a “guest pass”). Plugs available for charging devices. Librarians can help point you to resources.",Mon - Thurs: 10am - 8pm; Fri - Sat: 10am - 5pm; Sun: 1pm - 5pm,
71,201803,Library - West End,Carnegie Library - West End,West End,"47 Wabash St, PA, 15220",40.440065,-80.034177,Carnegie Library of Pittsburgh,roof-daytime,all,none,412-921-1717,"All Carnegie Libraries offer public restrooms and comfy places to sit and to read, along with free Wifi and desktop computer access (no library card or ID required, just ask for a “guest pass”). Plugs available for charging devices. Librarians can help point you to resources.",Mon: 10am - 5pm; Tues - Thurs: 10am - 8pm; Fri - Sat: 10am - 5pm,
72,201803,Library - Woods Run,Carnegie Library - Woods Run,Woods Run,"1201 Woods Run Ave, PA, 15212",40.476342,-80.030186,Carnegie Library of Pittsburgh,roof-daytime,all,none,412-761-3730,"All Carnegie Libraries offer public restrooms and comfy places to sit and to read, along with free Wifi and desktop computer access (no library card or ID required, just ask for a “guest pass”). Plugs available for charging devices. Librarians can help point you to resources.",Mon: 10am - 5pm; Tues - Thurs: 10am - 8pm; Fri - Sat: 10am - 5pm,
73,201803,Library - Beechview,Carnegie Library - Beechview,Beechview,"1910 Broadway Ave, PA, 15216",40.406961,-80.027635,Carnegie Library of Pittsburgh,roof-daytime,all,none,412-563-2900,"All Carnegie Libraries offer public restrooms and comfy places to sit and to read, along with free Wifi and desktop computer access (no library card or ID required, just ask for a “guest pass”). Plugs available for charging devices. Librarians can help point you to resources.",Mon: 10am - 5pm; Tues - Thurs: 10am - 8pm; Fri - Sat: 10am - 5pm,
74,201803,Library - Brookline,Carnegie Library - Brookline,Brookline,"708 Brookline Blvd, PA, 15226",40.39453,-80.021327,Carnegie Library of Pittsburgh,roof-daytime,all,none,412-561-1003,"All Carnegie Libraries offer public restrooms and comfy places to sit and to read, along with free Wifi and desktop computer access (no library card or ID required, just ask for a “guest pass”). Plugs available for charging devices. Librarians can help point you to resources.",Mon - Thurs: 10am - 8pm; Fri - Sat: 10am - 5pm,
75,201803,Library - Carrick,Carnegie Library - Carrick,Carrick,"1811 Brownsville Rd, PA, 15210",40.396947,-79.987729,Carnegie Library of Pittsburgh,roof-daytime,all,none,412-882-3897,"All Carnegie Libraries offer public restrooms and comfy places to sit and to read, along with free Wifi and desktop computer access (no library card or ID required, just ask for a “guest pass”). Plugs available for charging devices. Librarians can help point you to resources.",Mon: 10am - 5pm; Tues - Thurs: 10am - 8pm; Fri - Sat: 10am - 5pm,
76,201803,Library - Knoxville,Carnegie Library - Knoxville,Knoxville,"400 Brownsville Rd, PA, 15210",40.413169,-79.989032,Carnegie Library of Pittsburgh,roof-daytime,all,none,412-381-6543,"All Carnegie Libraries offer public restrooms and comfy places to sit and to read, along with free Wifi and desktop computer access (no library card or ID required, just ask for a “guest pass”). Plugs available for charging devices. Librarians can help point you to resources.",Mon - Wed: 10am - 8pm; Thurs - Sat: 10am - 5pm,
77,201803,Library - Sheraden,Carnegie Library - Sheraden,Sheraden,"720 Sherwood Ave, PA, 15204",40.455085,-80.056554,Carnegie Library of Pittsburgh,roof-daytime,all,none,412-331-1135,"All Carnegie Libraries offer public restrooms and comfy places to sit and to read, along with free Wifi and desktop computer access (no library card or ID required, just ask for a “guest pass”). Plugs available for charging devices. Librarians can help point you to resources.",Mon - Wed: 10am - 8pm; Thurs - Sat: 10am - 5pm,
78,201803,Tues/Thurs/Sun Meal - Hot Metal Bridge Faith Community,Hot Metal Bridge Faith Community,South Side,"2700 Jane St, PA, 15203",40.425258,-79.967832,Hot Metal Bridge Faith Community,meals,all,none,412-481-4010,"\The Table\"" is a free community meal hosted every Tuesday and Thursday as well as a hot lunch on Sundays.  Meals are prepared by volunteer groups from all over the city.  During meals, 412  Food Rescue distributes fruit, veggies and other food to take away.  The Care Closet stocks clothing, camping supplies and toiletries for those on the street.""","Tues, Thurs:  5:30pm - 6:30pm; Sun:  noon",
79,201803,Hot Metal Bridge Faith Community Care Closet,Hot Metal Bridge Faith Community,South Side,"2700 Jane St, PA, 15203",40.425258,-79.967832,Hot Metal Bridge Faith Community,miscl-supplies,all in need,none,412-481-4010,"Clothing (mostly adult sizes), shoes, blankets, and toiletries (including tampons and pads) available for anyone in need. Sometimes sleeping bags, tents, and backpacks available as well.",Tues - Thurs: 5pm - 7pm; Sun: noon - 1:30pm,
80,201803,Free Health Care Center - Catholic Charities,Catholic Charities,Downtown,"212 Ninth St, PA, 15222",40.443251,-79.998221,Catholic Charities,clinic,all 19 or older needing primary care (no emergency care),"not a walk-in Clinic, service by appointment to low-income eligible; does not treat children under 19",412-456-6910,"The Center offers both primary care physician level services as well as specialty care services (when specialists are available), including foot care (podiatry), mental health care, gynecology (women's health) and eye care (and glasses).  Routine dental services available (cleanings, exams and x-rays, fillings and extractions).  Specialty dental care also offered when specialists are available (oral surgery, root canals and selective restorative care).  GO TO THE WELCOME CENTER to fill out eligibility form or go to <a href=\http://www.freecarepgh.org\"" target=\""_blank\"">freecarepgh.org website</a>  and click on \""Information about eligibility\"" at bottom of first paragraph.""",Welcome Center:; Mon - Fri:  9am - 4pm,Closed during date: 2017/11/23; Closed during date: 2017/11/24; 
81,201803,Catholic Charities Warming Station,Catholic Charities,Downtown,"212 Ninth St, PA, 15222",40.443251,-79.998221,Catholic Charities,roof-daytime,All,None,,"Warming Station with coffee, beverages and snacks","January 8 through March 28; Mon - Fri, 8:30am - 3:00pm ; Sat, 9:00am - 3:00pm",Closed during date: 2018/01/15; Closed during date: 2018/01/19; Closed during date: 2018/03/17; 
82,201803,"Birmingham Free Clinic - Mon, Wed, Sat",Birmingham Free Clinic,South Side,"44 South 9th St, PA, 15203",40.429219,-79.990153,Birmingham Free Clinic - UPMC,clinic,all in need,"none, for patients without health insurance; first-come, first-served; no appointments",412-481-7900 X 218,"Free walk-in clinic for both primary and acute care.  On-site pharmacy for medications (with no narcotics).  Services include physicals, chronic disease management, flu vaccines and health education.  On-site specialties include cardiology (heart), dermatology (skin), vision, endocrinology (hormones and glands), and pulmonary problems (lung).  Spanish translators available during all clinic hours.","Sign-In Hours:; Mon:  at 5pm; Wed: at 12pm; Sat: at 9am; Appointments available Tues 1pm - 4pm, and Wed 8:30am - 11:30am",
83,201803,Birmingham Free Children's Clinic (hispanohablantes),Birmingham Free Clinic,South Side,"44 South 9th St, PA, 15203",40.429219,-79.990153,Birmingham Free Clinic - UPMC,clinic,all children,"none, for patients without health insurance; first-come, first-served; no appointments",412-692-6000,Free pediatric (Dr. for children) clinic every second Saturday of the month.  Spanish speakers available (hablantes de español disponibles).,Second Saturday of the Month:; 9am sign-in,
